IV Measurement
Barcode=33305010000619	DateIV=20160407	TempIV=23.5	HumidityIV=40.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-3.3860600E-10	0.0000000E+0
-1.0000000E+1	2.6853300E-9	0.0000000E+0
-2.0000000E+1	3.0925300E-9	0.0000000E+0
-3.0000000E+1	3.4143500E-9	0.0000000E+0
-4.0000000E+1	3.8262500E-9	0.0000000E+0
-5.0000000E+1	4.5402500E-9	0.0000000E+0
-6.0000000E+1	5.7711900E-9	0.0000000E+0
-7.0000000E+1	9.1534500E-9	0.0000000E+0
-8.0000000E+1	1.4592900E-8	0.0000000E+0
-9.0000000E+1	9.3464900E-9	0.0000000E+0
-1.0000000E+2	6.5375200E-9	0.0000000E+0
-1.1000000E+2	6.2034800E-9	0.0000000E+0
-1.2000000E+2	6.1937500E-9	0.0000000E+0
-1.3000000E+2	6.3680800E-9	0.0000000E+0
-1.4000000E+2	6.7546000E-9	0.0000000E+0
-1.5000000E+2	7.3696300E-9	0.0000000E+0
-1.6000000E+2	8.5021900E-9	0.0000000E+0
-1.7000000E+2	1.1095550E-8	0.0000000E+0
-1.8000000E+2	1.6647100E-8	0.0000000E+0
-1.9000000E+2	3.1610900E-8	0.0000000E+0
-2.0000000E+2	5.0883500E-8	0.0000000E+0
-2.1000000E+2	7.0409000E-8	0.0000000E+0
