IV Measurement
Barcode=33305010000619	DateIV=20160407	TempIV=23.5	HumidityIV=40.0	FluenceIV=	

Voltage		Itotal
0.0000000E+0	-2.3211600E-10	0.0000000E+0
-1.0000000E+1	2.6495700E-9	0.0000000E+0
-2.0000000E+1	3.0483600E-9	0.0000000E+0
-3.0000000E+1	3.3682500E-9	0.0000000E+0
-4.0000000E+1	3.8713500E-9	0.0000000E+0
-5.0000000E+1	4.6093300E-9	0.0000000E+0
-6.0000000E+1	5.9597300E-9	0.0000000E+0
-7.0000000E+1	1.1403620E-8	0.0000000E+0
-8.0000000E+1	6.3137200E-8	0.0000000E+0
-9.0000000E+1	6.9757000E-8	0.0000000E+0
-1.0000000E+2	2.6883100E-8	0.0000000E+0
-1.1000000E+2	8.4593200E-9	0.0000000E+0
-1.2000000E+2	7.4475700E-9	0.0000000E+0
-1.3000000E+2	7.3683800E-9	0.0000000E+0
-1.4000000E+2	7.7978400E-9	0.0000000E+0
-1.5000000E+2	8.5740300E-9	0.0000000E+0
-1.6000000E+2	1.0905850E-8	0.0000000E+0
-1.7000000E+2	1.6649610E-8	0.0000000E+0
-1.8000000E+2	3.0930200E-8	0.0000000E+0
-1.9000000E+2	5.2879900E-8	0.0000000E+0
-2.0000000E+2	7.8224100E-8	0.0000000E+0
